sku,attribute_set_code,product_type,categories,product_websites,name,short_description,product_online,tax_class_name,visibility,price,url_key,meta_title,meta_keywords,new_from_date,new_to_date,is_in_stock,qty
1045935,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Ice Cube II",base,"Futrola ""Ice Cube II"" za Huawei Y7/Y7 Prime (2019) providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",5.90,1045935,"Futrola ""Ice Cube II"" za Huawei Y7/Y7 Prime (2019) providna","Futrola,""Ice,Cube,II"",za,Huawei,Y7/Y7,Prime,(2019),providna",5/18/2019,6/18/2019,1,18
1045936,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Ice Cube II",base,"Futrola ""Ice Cube II"" za Huawei Y6/Y6 Prime (2019) providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",5.90,1045936,"Futrola ""Ice Cube II"" za Huawei Y6/Y6 Prime (2019) providna","Futrola,""Ice,Cube,II"",za,Huawei,Y6/Y6,Prime,(2019),providna",5/18/2019,6/18/2019,1,14
1045937,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Ice Cube II",base,"Futrola ""Ice Cube II"" za Huawei P30, providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",5.90,1045937,"Futrola ""Ice Cube II"" za Huawei P30, providna","Futrola,""Ice,Cube,II"",za,Huawei,P30,,providna",8/14/2019,9/14/2019,1,25
1045938,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Ice Cube II",base,"Futrola ""Ice Cube II"" za Huawei P30 Pro, providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",5.90,1045938,"Futrola ""Ice Cube II"" za Huawei P30 Pro, providna","Futrola,""Ice,Cube,II"",za,Huawei,P30,Pro,,providna",8/14/2019,9/14/2019,1,12
1045939,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Ice Cube II",base,"Futrola ""Ice Cube II"" za iPhone X/XS, providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",5.90,1045939,"Futrola ""Ice Cube II"" za iPhone X/XS, providna","Futrola,""Ice,Cube,II"",za,iPhone,X/XS,,providna",8/14/2019,9/14/2019,1,24
1045940,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Ice Cube II",base,"Futrola ""Ice Cube II"" za Samsung A505F Galaxy A50, providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",5.90,1045940,"Futrola ""Ice Cube II"" za Samsung A505F Galaxy A50, providna","Futrola,""Ice,Cube,II"",za,Samsung,A505F,Galaxy,A50,,providna",8/14/2019,9/14/2019,1,38
1045941,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Ice Cube II",base,"Futrola ""Ice Cube II"" za Samsung A705F Galaxy A70, providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",5.90,1045941,"Futrola ""Ice Cube II"" za Samsung A705F Galaxy A70, providna","Futrola,""Ice,Cube,II"",za,Samsung,A705F,Galaxy,A70,,providna",8/14/2019,9/14/2019,1,10
1045942,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Ice Cube II",base,"Futrola ""Ice Cube II"" za Samsung A405F Galaxy A40, providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",5.90,1045942,"Futrola ""Ice Cube II"" za Samsung A405F Galaxy A40, providna","Futrola,""Ice,Cube,II"",za,Samsung,A405F,Galaxy,A40,,providna",8/14/2019,9/14/2019,1,35
1045943,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Puloka",base,"Futrola ""Puloka"" za Samsung G950F Galaxy S8 siva","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",10.90,1045943,"Futrola ""Puloka"" za Samsung G950F Galaxy S8 siva","Futrola,""Puloka"",za,Samsung,G950F,Galaxy,S8,siva",5/18/2019,6/18/2019,1,3
1045944,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Puloka",base,"Futrola ""Puloka"" za Samsung G960F Galaxy S9 siva","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",10.90,1045944,"Futrola ""Puloka"" za Samsung G960F Galaxy S9 siva","Futrola,""Puloka"",za,Samsung,G960F,Galaxy,S9,siva",5/18/2019,6/18/2019,1,1
1045945,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Puloka",base,"Futrola ""Puloka"" za Samsung G965F Galaxy S9 Plus siva","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",10.90,1045945,"Futrola ""Puloka"" za Samsung G965F Galaxy S9 Plus siva","Futrola,""Puloka"",za,Samsung,G965F,Galaxy,S9,Plus,siva",5/18/2019,6/18/2019,1,2
1045946,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Puloka",base,"Futrola ""Puloka"" za Samsung G970 Galaxy S10e siva","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",10.90,1045946,"Futrola ""Puloka"" za Samsung G970 Galaxy S10e siva","Futrola,""Puloka"",za,Samsung,G970,Galaxy,S10e,siva",5/18/2019,6/18/2019,1,12
1045947,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Puloka",base,"Futrola ""Puloka"" za Samsung G973F Galaxy S10 siva","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",10.90,1045947,"Futrola ""Puloka"" za Samsung G973F Galaxy S10 siva","Futrola,""Puloka"",za,Samsung,G973F,Galaxy,S10,siva",5/18/2019,6/18/2019,1,7
1045948,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Puloka",base,"Futrola ""Puloka"" za Samsung G975 Galaxy S10 Plus crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",10.90,1045948,"Futrola ""Puloka"" za Samsung G975 Galaxy S10 Plus crna","Futrola,""Puloka"",za,Samsung,G975,Galaxy,S10,Plus,crna",5/18/2019,6/18/2019,1,4
1045949,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Puloka",base,"Futrola ""Puloka"" za Samsung G975 Galaxy S10 Plus siva","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",10.90,1045949,"Futrola ""Puloka"" za Samsung G975 Galaxy S10 Plus siva","Futrola,""Puloka"",za,Samsung,G975,Galaxy,S10,Plus,siva",5/18/2019,6/18/2019,1,1
1045950,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Puloka",base,"Futrola ""Puloka"" za Samsung N950F Galaxy Note 8 siva","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",10.90,1045950,"Futrola ""Puloka"" za Samsung N950F Galaxy Note 8 siva","Futrola,""Puloka"",za,Samsung,N950F,Galaxy,Note,8,siva",5/18/2019,6/18/2019,1,1
1045951,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Puloka",base,"Futrola ""Puloka"" za Samsung N960F Galaxy Note 9 siva","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",10.90,1045951,"Futrola ""Puloka"" za Samsung N960F Galaxy Note 9 siva","Futrola,""Puloka"",za,Samsung,N960F,Galaxy,Note,9,siva",5/18/2019,6/18/2019,1,2
1045952,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Puloka",base,"Futrola ""Puloka"" za iPhone 7 siva","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",10.90,1045952,"Futrola ""Puloka"" za iPhone 7 siva","Futrola,""Puloka"",za,iPhone,7,siva",5/18/2019,6/18/2019,0,-2
1045953,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Puloka",base,"Futrola ""Puloka"" za iPhone 8 siva","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",10.90,1045953,"Futrola ""Puloka"" za iPhone 8 siva","Futrola,""Puloka"",za,iPhone,8,siva",5/18/2019,6/18/2019,1,6
1045954,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Puloka",base,"Futrola ""Puloka"" za iPhone 7 Plus siva","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",10.90,1045954,"Futrola ""Puloka"" za iPhone 7 Plus siva","Futrola,""Puloka"",za,iPhone,7,Plus,siva",5/18/2019,6/18/2019,1,2
1045955,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Puloka",base,"Futrola ""Puloka"" za iPhone 8 Plus siva","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",10.90,1045955,"Futrola ""Puloka"" za iPhone 8 Plus siva","Futrola,""Puloka"",za,iPhone,8,Plus,siva",5/18/2019,6/18/2019,1,3
1045956,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Puloka",base,"Futrola ""Puloka"" za iPhone XS siva","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",10.90,1045956,"Futrola ""Puloka"" za iPhone XS siva","Futrola,""Puloka"",za,iPhone,XS,siva",5/18/2019,6/18/2019,1,2
1045957,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Puloka",base,"Futrola ""Puloka"" za iPhone X siva","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",10.90,1045957,"Futrola ""Puloka"" za iPhone X siva","Futrola,""Puloka"",za,iPhone,X,siva",5/18/2019,6/18/2019,1,2
1045958,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Puloka",base,"Futrola ""Puloka"" za iPhone XS Max siva","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",10.90,1045958,"Futrola ""Puloka"" za iPhone XS Max siva","Futrola,""Puloka"",za,iPhone,XS,Max,siva",5/18/2019,6/18/2019,1,3
1045959,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Simply case",base,"Futrola ""Simply case"" za Samsung J615F Galaxy J6 Plus 2018 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1045959,"Futrola ""Simply case"" za Samsung J615F Galaxy J6 Plus 2018 crna","Futrola,""Simply,case"",za,Samsung,J615F,Galaxy,J6,Plus,2018,crna",5/18/2019,6/18/2019,1,5
1045960,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Simply case",base,"Futrola ""Simply case"" za Samsung A750F Galaxy A7 2018 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1045960,"Futrola ""Simply case"" za Samsung A750F Galaxy A7 2018 crna","Futrola,""Simply,case"",za,Samsung,A750F,Galaxy,A7,2018,crna",5/18/2019,6/18/2019,1,10
1045961,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Simply case",base,"Futrola ""Simply case"" za Samsung A405F Galaxy A40 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1045961,"Futrola ""Simply case"" za Samsung A405F Galaxy A40 crna","Futrola,""Simply,case"",za,Samsung,A405F,Galaxy,A40,crna",5/18/2019,6/18/2019,1,1
1045962,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Simply case",base,"Futrola ""Simply case"" za Samsung A505F Galaxy A50 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1045962,"Futrola ""Simply case"" za Samsung A505F Galaxy A50 crna","Futrola,""Simply,case"",za,Samsung,A505F,Galaxy,A50,crna",5/18/2019,6/18/2019,1,3
1045963,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Simply case",base,"Futrola ""Simply case"" za Samsung G973F Galaxy S10 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1045963,"Futrola ""Simply case"" za Samsung G973F Galaxy S10 crna","Futrola,""Simply,case"",za,Samsung,G973F,Galaxy,S10,crna",5/18/2019,6/18/2019,1,7
1045964,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Simply case",base,"Futrola ""Simply case"" za Samsung G975 Galaxy S10 Plus crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1045964,"Futrola ""Simply case"" za Samsung G975 Galaxy S10 Plus crna","Futrola,""Simply,case"",za,Samsung,G975,Galaxy,S10,Plus,crna",5/18/2019,6/18/2019,1,8
1045965,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Simply case",base,"Futrola ""Simply case"" za Samsung G970 Galaxy S10e crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1045965,"Futrola ""Simply case"" za Samsung G970 Galaxy S10e crna","Futrola,""Simply,case"",za,Samsung,G970,Galaxy,S10e,crna",5/18/2019,6/18/2019,1,13
1045966,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Simply case",base,"Futrola ""Simply case"" za Huawei Mate 20 lite crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1045966,"Futrola ""Simply case"" za Huawei Mate 20 lite crna","Futrola,""Simply,case"",za,Huawei,Mate,20,lite,crna",5/18/2019,6/18/2019,1,5
1045967,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Simply case",base,"Futrola ""Simply case"" za Huawei P30 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1045967,"Futrola ""Simply case"" za Huawei P30 crna","Futrola,""Simply,case"",za,Huawei,P30,crna",5/18/2019,6/18/2019,1,7
1045968,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Simply case",base,"Futrola ""Simply case"" za Huawei P30 Pro crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1045968,"Futrola ""Simply case"" za Huawei P30 Pro crna","Futrola,""Simply,case"",za,Huawei,P30,Pro,crna",5/18/2019,6/18/2019,1,3
1045969,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Simply case",base,"Futrola ""Simply case"" za Huawei P30 lite crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1045969,"Futrola ""Simply case"" za Huawei P30 lite crna","Futrola,""Simply,case"",za,Huawei,P30,lite,crna",5/18/2019,6/18/2019,1,3
1045970,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Simply case",base,"Futrola ""Simply case"" za Huawei P Smart 2019 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1045970,"Futrola ""Simply case"" za Huawei P Smart 2019 crna","Futrola,""Simply,case"",za,Huawei,P,Smart,2019,crna",5/18/2019,6/18/2019,1,10
1045971,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Simply case",base,"Futrola ""Simply case"" za Huawei Y7 2019 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1045971,"Futrola ""Simply case"" za Huawei Y7 2019 crna","Futrola,""Simply,case"",za,Huawei,Y7,2019,crna",5/18/2019,6/18/2019,1,9
1045972,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Simply case",base,"Futrola ""Simply case"" za Huawei Y6 2019 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1045972,"Futrola ""Simply case"" za Huawei Y6 2019 crna","Futrola,""Simply,case"",za,Huawei,Y6,2019,crna",5/18/2019,6/18/2019,1,2
1045973,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Simply case",base,"Futrola ""Simply case"" za Xiaomi Redmi Note 6 pro crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1045973,"Futrola ""Simply case"" za Xiaomi Redmi Note 6 pro crna","Futrola,""Simply,case"",za,Xiaomi,Redmi,Note,6,pro,crna",5/18/2019,6/18/2019,1,9
1045974,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Fluid Glitter",base,"Futrola ""Fluid Glitter"" za Huawei P Smart 2019/Honor 10 lite tip 11","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.90,1045974,"Futrola ""Fluid Glitter"" za Huawei P Smart 2019/Honor 10 lite tip 11","Futrola,""Fluid,Glitter"",za,Huawei,P,Smart,2019/Honor,10,lite,tip,11",5/18/2019,6/18/2019,1,6
1045975,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Fluid Glitter",base,"Futrola ""Fluid Glitter"" za Huawei P Smart 2019/Honor 10 lite tip 28","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.90,1045975,"Futrola ""Fluid Glitter"" za Huawei P Smart 2019/Honor 10 lite tip 28","Futrola,""Fluid,Glitter"",za,Huawei,P,Smart,2019/Honor,10,lite,tip,28",5/18/2019,6/18/2019,1,5
1045976,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Fluid Glitter",base,"Futrola ""Fluid Glitter"" za Huawei P Smart 2019/Honor 10 lite tip 43","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.90,1045976,"Futrola ""Fluid Glitter"" za Huawei P Smart 2019/Honor 10 lite tip 43","Futrola,""Fluid,Glitter"",za,Huawei,P,Smart,2019/Honor,10,lite,tip,43",5/18/2019,6/18/2019,1,5
1045977,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Fluid Glitter",base,"Futrola ""Fluid Glitter"" za Samsung G973 Galaxy S10 tip 11","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.90,1045977,"Futrola ""Fluid Glitter"" za Samsung G973 Galaxy S10 tip 11","Futrola,""Fluid,Glitter"",za,Samsung,G973,Galaxy,S10,tip,11",5/18/2019,6/18/2019,1,12
1045978,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Fluid Glitter",base,"Futrola ""Fluid Glitter"" za Samsung G973 Galaxy S10 tip 28","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.90,1045978,"Futrola ""Fluid Glitter"" za Samsung G973 Galaxy S10 tip 28","Futrola,""Fluid,Glitter"",za,Samsung,G973,Galaxy,S10,tip,28",5/18/2019,6/18/2019,1,13
1045979,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Fluid Glitter",base,"Futrola ""Fluid Glitter"" za Samsung G973 Galaxy S10 tip 36","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.90,1045979,"Futrola ""Fluid Glitter"" za Samsung G973 Galaxy S10 tip 36","Futrola,""Fluid,Glitter"",za,Samsung,G973,Galaxy,S10,tip,36",5/18/2019,6/18/2019,1,9
1045980,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Fluid Glitter",base,"Futrola ""Fluid Glitter"" za Samsung G973 Galaxy S10 tip 43","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.90,1045980,"Futrola ""Fluid Glitter"" za Samsung G973 Galaxy S10 tip 43","Futrola,""Fluid,Glitter"",za,Samsung,G973,Galaxy,S10,tip,43",5/18/2019,6/18/2019,1,15
1045981,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Fluid Glitter",base,"Futrola ""Fluid Glitter"" za Samsung G975 Galaxy S10 Plus tip 11","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.90,1045981,"Futrola ""Fluid Glitter"" za Samsung G975 Galaxy S10 Plus tip 11","Futrola,""Fluid,Glitter"",za,Samsung,G975,Galaxy,S10,Plus,tip,11",5/18/2019,6/18/2019,1,14
1045982,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Fluid Glitter",base,"Futrola ""Fluid Glitter"" za Samsung G975 Galaxy S10 Plus tip 28","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.90,1045982,"Futrola ""Fluid Glitter"" za Samsung G975 Galaxy S10 Plus tip 28","Futrola,""Fluid,Glitter"",za,Samsung,G975,Galaxy,S10,Plus,tip,28",5/18/2019,6/18/2019,1,14
1045983,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Fluid Glitter",base,"Futrola ""Fluid Glitter"" za Samsung G975 Galaxy S10 Plus tip 43","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.90,1045983,"Futrola ""Fluid Glitter"" za Samsung G975 Galaxy S10 Plus tip 43","Futrola,""Fluid,Glitter"",za,Samsung,G975,Galaxy,S10,Plus,tip,43",5/18/2019,6/18/2019,1,11
1045984,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Fluid Glitter",base,"Futrola ""Fluid Glitter"" za Samsung A750F Galaxy A7 2018 tip 11","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.90,1045984,"Futrola ""Fluid Glitter"" za Samsung A750F Galaxy A7 2018 tip 11","Futrola,""Fluid,Glitter"",za,Samsung,A750F,Galaxy,A7,2018,tip,11",5/18/2019,6/18/2019,1,6
1045985,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Fluid Glitter",base,"Futrola ""Fluid Glitter"" za Samsung A750F Galaxy A7 2018 tip 28","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",6.90,1045985,"Futrola ""Fluid Glitter"" za Samsung A750F Galaxy A7 2018 tip 28","Futrola,""Fluid,Glitter"",za,Samsung,A750F,Galaxy,A7,2018,tip,28",5/18/2019,6/18/2019,1,1
