sku,attribute_set_code,product_type,categories,product_websites,name,short_description,product_online,tax_class_name,visibility,price,url_key,meta_title,meta_keywords,new_from_date,new_to_date,is_in_stock,qty
1035911,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Mobilni telefon,Mobileland/Mobilni tel. i oprema/Mobilni telefon/Ulefone",base,"Mobilni telefon Ulefone S7 (2GB/16GB) crna ","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",99.88,1035911,"Mobilni telefon Ulefone S7 (2GB/16GB) crna ","Mobilni,telefon,Ulefone,S7,(2GB/16GB),crna,",9/17/2019,10/17/2019,1,2
1035913,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Mobilni telefon,Mobileland/Mobilni tel. i oprema/Mobilni telefon/Ulefone",base,"Ulefone Mix 2 Crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",164.59,1035913,"Ulefone Mix 2 Crna","Ulefone,Mix,2,Crna",9/17/2019,10/17/2019,1,2
1035914,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Giulietta",base,"Futrola Teracell Giulietta za Nokia N6 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035914,"Futrola Teracell Giulietta za Nokia N6 crna","Futrola,Teracell,Giulietta,za,Nokia,N6,crna",5/11/2019,6/11/2019,1,13
1035915,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Giulietta",base,"Futrola Teracell Giulietta za Huawei P9 Lite mini/Y6 Pro 2017 ljubičasta","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035915,"Futrola Teracell Giulietta za Huawei P9 Lite mini/Y6 Pro 2017 ljubičasta","Futrola,Teracell,Giulietta,za,Huawei,P9,Lite,mini/Y6,Pro,2017,ljubičasta",5/11/2019,6/11/2019,1,8
1035916,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Giulietta",base,"Futrola Teracell Giulietta za Huawei P9 Lite mini/Y6 Pro 2017 roza","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035916,"Futrola Teracell Giulietta za Huawei P9 Lite mini/Y6 Pro 2017 roza","Futrola,Teracell,Giulietta,za,Huawei,P9,Lite,mini/Y6,Pro,2017,roza",5/11/2019,6/11/2019,1,3
1035917,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Giulietta",base,"Futrola Teracell Giulietta za Huawei P9 Lite mini/Y6 Pro 2017 svijetlo plava","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035917,"Futrola Teracell Giulietta za Huawei P9 Lite mini/Y6 Pro 2017 svijetlo plava","Futrola,Teracell,Giulietta,za,Huawei,P9,Lite,mini/Y6,Pro,2017,svijetlo,plava",5/11/2019,6/11/2019,1,2
1035918,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Giulietta",base,"Futrola Teracell Giulietta za Huawei P9 Lite mini/Y6 Pro 2017 siva","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035918,"Futrola Teracell Giulietta za Huawei P9 Lite mini/Y6 Pro 2017 siva","Futrola,Teracell,Giulietta,za,Huawei,P9,Lite,mini/Y6,Pro,2017,siva",5/11/2019,6/11/2019,1,10
1035919,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Giulietta",base,"Futrola Teracell Giulietta za Huawei Y5 2017/Y6 2017 ljubičasta","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035919,"Futrola Teracell Giulietta za Huawei Y5 2017/Y6 2017 ljubičasta","Futrola,Teracell,Giulietta,za,Huawei,Y5,2017/Y6,2017,ljubičasta",5/11/2019,6/11/2019,1,19
1035920,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Giulietta",base,"Futrola Teracell Giulietta za Huawei Y5 2017/Y6 2017 svijetlo plava","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035920,"Futrola Teracell Giulietta za Huawei Y5 2017/Y6 2017 svijetlo plava","Futrola,Teracell,Giulietta,za,Huawei,Y5,2017/Y6,2017,svijetlo,plava",5/11/2019,6/11/2019,1,5
1035921,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Giulietta",base,"Futrola Teracell Giulietta za Huawei Y5 2017/Y6 2017 roza","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035921,"Futrola Teracell Giulietta za Huawei Y5 2017/Y6 2017 roza","Futrola,Teracell,Giulietta,za,Huawei,Y5,2017/Y6,2017,roza",5/11/2019,6/11/2019,1,2
1035922,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Giulietta",base,"Futrola Teracell Giulietta za Motorola MOTO C","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035922,"Futrola Teracell Giulietta za Motorola MOTO C","Futrola,Teracell,Giulietta,za,Motorola,MOTO,C",5/12/2019,6/12/2019,1,25
1035923,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Giulietta",base,"Futrola Teracell Giulietta za E4 PLUS","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035923,"Futrola Teracell Giulietta za E4 PLUS","Futrola,Teracell,Giulietta,za,E4,PLUS",5/12/2019,6/12/2019,1,12
1035924,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Giulietta",base,"Futrola Teracell Giulietta za Huawei Mate 10 lite crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035924,"Futrola Teracell Giulietta za Huawei Mate 10 lite crna","Futrola,Teracell,Giulietta,za,Huawei,Mate,10,lite,crna",5/11/2019,6/11/2019,1,43
1035925,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Giulietta",base,"Futrola Teracell Giulietta za Huawei Mate 10 lite ljubičasta","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035925,"Futrola Teracell Giulietta za Huawei Mate 10 lite ljubičasta","Futrola,Teracell,Giulietta,za,Huawei,Mate,10,lite,ljubičasta",5/11/2019,6/11/2019,1,21
1035926,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Giulietta",base,"Futrola Teracell Giulietta za Huawei Mate 10 lite svijetlo plava","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035926,"Futrola Teracell Giulietta za Huawei Mate 10 lite svijetlo plava","Futrola,Teracell,Giulietta,za,Huawei,Mate,10,lite,svijetlo,plava",5/11/2019,6/11/2019,1,12
1035927,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Giulietta",base,"Futrola Teracell Giulietta za Lenovo Moto E4 Plus crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035927,"Futrola Teracell Giulietta za Lenovo Moto E4 Plus crna","Futrola,Teracell,Giulietta,za,Lenovo,Moto,E4,Plus,crna",5/11/2019,6/11/2019,1,3
1035928,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Skin",base,"Futrola Teracell Skin za Nokia 3 providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035928,"Futrola Teracell Skin za Nokia 3 providna","Futrola,Teracell,Skin,za,Nokia,3,providna",5/11/2019,6/11/2019,1,8
1035929,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Skin",base,"Futrola Teracell Skin za Nokia 3 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035929,"Futrola Teracell Skin za Nokia 3 crna","Futrola,Teracell,Skin,za,Nokia,3,crna",5/11/2019,6/11/2019,1,6
1035930,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Skin",base,"Futrola Teracell Skin za Nokia 5 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035930,"Futrola Teracell Skin za Nokia 5 crna","Futrola,Teracell,Skin,za,Nokia,5,crna",5/11/2019,6/11/2019,1,28
1035931,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Skin",base,"Futrola Teracell Skin za Nokia 5 providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035931,"Futrola Teracell Skin za Nokia 5 providna","Futrola,Teracell,Skin,za,Nokia,5,providna",5/15/2019,6/15/2019,1,37
1035932,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Skin",base,"Futrola Teracell Skin za Nokia 6 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035932,"Futrola Teracell Skin za Nokia 6 crna","Futrola,Teracell,Skin,za,Nokia,6,crna",5/11/2019,6/11/2019,1,10
1035933,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Skin",base,"Futrola Teracell Skin za Moto E4 Plus providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035933,"Futrola Teracell Skin za Moto E4 Plus providna","Futrola,Teracell,Skin,za,Moto,E4,Plus,providna",5/15/2019,6/15/2019,1,82
1035934,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Skin",base,"Futrola Teracell Skin za Moto E4 Plus crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035934,"Futrola Teracell Skin za Moto E4 Plus crna","Futrola,Teracell,Skin,za,Moto,E4,Plus,crna",5/15/2019,6/15/2019,1,34
1035935,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Skin",base,"Futrola Teracell Skin za Samsung Note 8 providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035935,"Futrola Teracell Skin za Samsung Note 8 providna","Futrola,Teracell,Skin,za,Samsung,Note,8,providna",5/15/2019,6/15/2019,1,53
1035936,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Skin",base,"Futrola Teracell Skin za Samsung Note 8 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035936,"Futrola Teracell Skin za Samsung Note 8 crna","Futrola,Teracell,Skin,za,Samsung,Note,8,crna",5/15/2019,6/15/2019,1,62
1035937,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Skin",base,"Futrola Teracell Skin za Huawei Matte 9 providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035937,"Futrola Teracell Skin za Huawei Matte 9 providna","Futrola,Teracell,Skin,za,Huawei,Matte,9,providna",5/11/2019,6/11/2019,1,20
1035938,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Skin",base,"Futrola Teracell Skin za Xiaomi Mi 5X crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035938,"Futrola Teracell Skin za Xiaomi Mi 5X crna","Futrola,Teracell,Skin,za,Xiaomi,Mi,5X,crna",5/15/2019,6/15/2019,1,12
1035939,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Skin",base,"Futrola Teracell Skin za Xiaomi Mi 5X providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035939,"Futrola Teracell Skin za Xiaomi Mi 5X providna","Futrola,Teracell,Skin,za,Xiaomi,Mi,5X,providna",5/15/2019,6/15/2019,1,55
1035940,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Skin",base,"Futrola Teracell Skin za Redmi 5A crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035940,"Futrola Teracell Skin za Redmi 5A crna","Futrola,Teracell,Skin,za,Redmi,5A,crna",5/15/2019,6/15/2019,1,24
1035941,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Skin",base,"Futrola Teracell Skin za Redmi 5A providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035941,"Futrola Teracell Skin za Redmi 5A providna","Futrola,Teracell,Skin,za,Redmi,5A,providna",5/15/2019,6/15/2019,1,13
1035942,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Skin",base,"Futrola Teracell Skin za Redmi Note 5A crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035942,"Futrola Teracell Skin za Redmi Note 5A crna","Futrola,Teracell,Skin,za,Redmi,Note,5A,crna",5/15/2019,6/15/2019,1,43
1035943,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Skin",base,"Futrola Teracell Skin za Redmi Note 5A providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035943,"Futrola Teracell Skin za Redmi Note 5A providna","Futrola,Teracell,Skin,za,Redmi,Note,5A,providna",5/15/2019,6/15/2019,1,80
1035944,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Skin",base,"Futrola Teracell Skin za Huawei P9 Lite Mini providna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035944,"Futrola Teracell Skin za Huawei P9 Lite Mini providna","Futrola,Teracell,Skin,za,Huawei,P9,Lite,Mini,providna",5/11/2019,6/11/2019,1,10
1035945,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Teracell Skin",base,"Futrola Teracell Skin za Huawei P9 Lite Mini crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",4.90,1035945,"Futrola Teracell Skin za Huawei P9 Lite Mini crna","Futrola,Teracell,Skin,za,Huawei,P9,Lite,Mini,crna",5/11/2019,6/11/2019,1,8
1035946,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Defender Carbon",base,"Futrola Defender-Carbon za Huawei Y5 2017/Y6 2017 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1035946,"Futrola Defender-Carbon za Huawei Y5 2017/Y6 2017 crna","Futrola,Defender-Carbon,za,Huawei,Y5,2017/Y6,2017,crna",5/11/2019,6/11/2019,1,13
1035947,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Defender Carbon",base,"Futrola Defender-Carbon za Lenovo Moto C 3G crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1035947,"Futrola Defender-Carbon za Lenovo Moto C 3G crna","Futrola,Defender-Carbon,za,Lenovo,Moto,C,3G,crna",5/11/2019,6/11/2019,1,18
1035948,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Defender Carbon",base,"Futrola Defender-Carbon za Lenovo Moto C plus crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1035948,"Futrola Defender-Carbon za Lenovo Moto C plus crna","Futrola,Defender-Carbon,za,Lenovo,Moto,C,plus,crna",5/11/2019,6/11/2019,1,17
1035949,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Defender Carbon",base,"Futrola Defender-Carbon za Nokia 3 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1035949,"Futrola Defender-Carbon za Nokia 3 crna","Futrola,Defender-Carbon,za,Nokia,3,crna",5/11/2019,6/11/2019,1,7
1035950,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Defender Carbon",base,"Futrola Defender-Carbon za Nokia 5 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1035950,"Futrola Defender-Carbon za Nokia 5 crna","Futrola,Defender-Carbon,za,Nokia,5,crna",5/11/2019,6/11/2019,1,5
1035951,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Defender Carbon",base,"Futrola Defender-Carbon za Nokia 6 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1035951,"Futrola Defender-Carbon za Nokia 6 crna","Futrola,Defender-Carbon,za,Nokia,6,crna",5/11/2019,6/11/2019,1,4
1035952,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Defender Carbon",base,"Futrola Defender-Carbon za Samsung G920 S6 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1035952,"Futrola Defender-Carbon za Samsung G920 S6 crna","Futrola,Defender-Carbon,za,Samsung,G920,S6,crna",5/11/2019,6/11/2019,0,0
1035953,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Defender Carbon",base,"Futrola Defender-Carbon za Samsung G930 S7 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1035953,"Futrola Defender-Carbon za Samsung G930 S7 crna","Futrola,Defender-Carbon,za,Samsung,G930,S7,crna",5/11/2019,6/11/2019,0,0
1035954,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Defender Carbon",base,"Futrola Defender-Carbon za Samsung G935 S7 Edge crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1035954,"Futrola Defender-Carbon za Samsung G935 S7 Edge crna","Futrola,Defender-Carbon,za,Samsung,G935,S7,Edge,crna",5/11/2019,6/11/2019,0,0
1035955,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Defender Safeguard",base,"Futrola Defender Safeguard za Samsung J510 Galaxy J5 (2016) crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1035955,"Futrola Defender Safeguard za Samsung J510 Galaxy J5 (2016) crna","Futrola,Defender,Safeguard,za,Samsung,J510,Galaxy,J5,(2016),crna",5/14/2019,6/14/2019,1,11
1035956,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Defender Carbon",base,"Futrola Defender-Carbon za Xiaomi 5S Plus crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1035956,"Futrola Defender-Carbon za Xiaomi 5S Plus crna","Futrola,Defender-Carbon,za,Xiaomi,5S,Plus,crna",5/11/2019,6/11/2019,1,20
1035957,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Defender Carbon",base,"Futrola Defender-Carbon za Huawei Mate 10 lite crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1035957,"Futrola Defender-Carbon za Huawei Mate 10 lite crna","Futrola,Defender-Carbon,za,Huawei,Mate,10,lite,crna",5/11/2019,6/11/2019,1,1
1035958,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Defender Carbon",base,"Futrola Defender-Carbon za Huawei Mate 10 PRO crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1035958,"Futrola Defender-Carbon za Huawei Mate 10 PRO crna","Futrola,Defender-Carbon,za,Huawei,Mate,10,PRO,crna",5/11/2019,6/11/2019,1,3
1035959,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Defender Carbon",base,"Futrola Defender-Carbon za Huawei P9 lite mini/Y6 Pro 2017 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1035959,"Futrola Defender-Carbon za Huawei P9 lite mini/Y6 Pro 2017 crna","Futrola,Defender-Carbon,za,Huawei,P9,lite,mini/Y6,Pro,2017,crna",5/11/2019,6/11/2019,1,17
1035960,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Defender Safeguard",base,"Futrola Defender Safeguard za Samsung J710F Galaxy J7 2016 crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1035960,"Futrola Defender Safeguard za Samsung J710F Galaxy J7 2016 crna","Futrola,Defender,Safeguard,za,Samsung,J710F,Galaxy,J7,2016,crna",5/14/2019,6/14/2019,1,6
1035962,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Defender Carbon",base,"Futrola Defender-Carbon za Huawei Y5 2017/Y6 2017 grey","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1035962,"Futrola Defender-Carbon za Huawei Y5 2017/Y6 2017 grey","Futrola,Defender-Carbon,za,Huawei,Y5,2017/Y6,2017,grey",5/11/2019,6/11/2019,1,9
1035963,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Defender Carbon",base,"Futrola Defender-Carbon za Motorola Moto E4 Plus crna","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1035963,"Futrola Defender-Carbon za Motorola Moto E4 Plus crna","Futrola,Defender-Carbon,za,Motorola,Moto,E4,Plus,crna",5/11/2019,6/11/2019,1,5
1035964,Default,simple,"Mobileland/Mobilni tel. i oprema,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel.,Mobileland/Mobilni tel. i oprema/Futrola za mob. tel./Defender Carbon",base,"Futrola Defender-Carbon za Motorola Moto E4 Plus grey","Moguce je da slika ne odgovara opisanom proizvodu",1,Taxable Goods,"Catalog, Search",9.90,1035964,"Futrola Defender-Carbon za Motorola Moto E4 Plus grey","Futrola,Defender-Carbon,za,Motorola,Moto,E4,Plus,grey",5/11/2019,6/11/2019,1,6
